fov,gene,count
X11_Y4,Car4,6
X11_Y4,Cdh9,2
X11_Y4,Chn2,5
X11_Y4,Col12a1,3
X11_Y4,Crym,4
X11_Y4,Cux2,27
X11_Y4,Flt1,8
X11_Y4,Foxp2,1
X11_Y4,Gapdh,139
X11_Y4,Grin3a,7
X11_Y4,Luzp2,8
X11_Y4,Lypd1,7
X11_Y4,Nek7,1
X11_Y4,Npy,3
X11_Y4,Nxph1,1
X11_Y4,Penk,2
X11_Y4,Plpp4,1
X11_Y4,Pou3f1,2
X11_Y4,Reln,3
X11_Y4,Rorb,8
X11_Y4,Rprml,3
X11_Y4,Spon1,4
X11_Y4,Sstr1,20
X11_Y4,Thsd7a,3
X11_Y4,Tmem163,1
X11_Y4,Zfpm2,1
X11_Y4,invalid,453
X11_Y5,Adra1b,33
X11_Y5,Atp1a2,27
X11_Y5,Atp2b4,27
X11_Y5,Bcl11b,3
X11_Y5,Car2,1
X11_Y5,Car4,9
X11_Y5,Cdh20,2
X11_Y5,Cdh9,6
X11_Y5,Chn2,1
X11_Y5,Coch,5
X11_Y5,Col12a1,23
X11_Y5,Crh,1
X11_Y5,Cryab,5
X11_Y5,Crym,2
X11_Y5,Cux2,68
X11_Y5,Dlx6os1,1
X11_Y5,Flt1,17
X11_Y5,Foxp2,3
X11_Y5,Gapdh,173
X11_Y5,Grin3a,10
X11_Y5,Igfbp7,2
X11_Y5,Inpp4b,2
X11_Y5,Itm2a,1
X11_Y5,Lgals1,1
X11_Y5,Luzp2,11
X11_Y5,Lypd1,13
X11_Y5,Nek7,1
X11_Y5,Npy,7
X11_Y5,Nr4a2,2
X11_Y5,Nxph1,4
X11_Y5,Penk,2
X11_Y5,Pld5,1
X11_Y5,Pou3f1,2
X11_Y5,Prss23,1
X11_Y5,Reln,6
X11_Y5,Rorb,9
X11_Y5,Rprml,3
X11_Y5,Sstr1,34
X11_Y5,Tgtp1,3
X11_Y5,Zdhhc12,1
X11_Y5,Zfp804b,1
X11_Y5,Zfpm2,6
X11_Y5,invalid,276
X11_Y6,Adra1b,6
X11_Y6,Atp1a2,11
X11_Y6,Atp2b4,27
X11_Y6,Bcl11b,8
X11_Y6,Car2,1
X11_Y6,Car4,6
X11_Y6,Cdh9,2
X11_Y6,Chn2,3
X11_Y6,Coch,1
X11_Y6,Col12a1,3
X11_Y6,Crh,1
X11_Y6,Cryab,4
X11_Y6,Crym,1
X11_Y6,Cux2,58
X11_Y6,Flt1,5
X11_Y6,Gapdh,81
X11_Y6,Grin3a,2
X11_Y6,Igfbp7,2
X11_Y6,Itm2a,1
X11_Y6,Lgals1,1
X11_Y6,Luzp2,3
X11_Y6,Lypd1,8
X11_Y6,Npy,4
X11_Y6,Nr4a2,1
X11_Y6,Pld5,1
X11_Y6,Pou3f1,1
X11_Y6,Rorb,9
X11_Y6,Rprml,2
X11_Y6,Spon1,1
X11_Y6,Sstr1,11
X11_Y6,Tgtp1,1
X11_Y6,Thsd7a,1
X11_Y6,Zdhhc12,2
X11_Y6,Zfpm2,2
X11_Y6,invalid,297
X11_Y7,Adra1b,52
X11_Y7,Atp1a2,16
X11_Y7,Atp2b4,31
X11_Y7,Bcl11b,7
X11_Y7,Car2,2
X11_Y7,Car4,11
X11_Y7,Cdh20,1
X11_Y7,Cdh9,7
X11_Y7,Col12a1,4
X11_Y7,Crh,1
X11_Y7,Cryab,6
X11_Y7,Crym,1
X11_Y7,Cux2,41
X11_Y7,Dlx6os1,4
X11_Y7,Flt1,19
X11_Y7,Foxp2,3
X11_Y7,Gapdh,140
X11_Y7,Grin3a,8
X11_Y7,Igfbp7,3
X11_Y7,Inpp4b,2
X11_Y7,Itm2a,2
X11_Y7,Luzp2,10
X11_Y7,Lypd1,18
X11_Y7,Nek7,1
X11_Y7,Npy,1
X11_Y7,Penk,2
X11_Y7,Reln,4
X11_Y7,Rorb,5
X11_Y7,Rprml,4
X11_Y7,Spon1,5
X11_Y7,Sstr1,40
X11_Y7,Thsd7a,3
X11_Y7,Vwc2,1
X11_Y7,Zdhhc12,1
X11_Y7,Zfpm2,1
X11_Y7,invalid,331
X11_Y8,Adra1b,23
X11_Y8,Atp1a2,21
X11_Y8,Atp2b4,27
X11_Y8,Bcl11b,13
X11_Y8,Car2,3
X11_Y8,Car4,3
X11_Y8,Cdh20,3
X11_Y8,Cdh9,2
X11_Y8,Chn2,1
X11_Y8,Coch,3
X11_Y8,Col12a1,7
X11_Y8,Crh,3
X11_Y8,Cryab,2
X11_Y8,Crym,1
X11_Y8,Cux2,74
X11_Y8,Dlx6os1,2
X11_Y8,Flt1,17
X11_Y8,Foxp2,2
X11_Y8,Gapdh,140
X11_Y8,Grin3a,4
X11_Y8,Igf1,1
X11_Y8,Itm2a,1
X11_Y8,Lgals1,1
X11_Y8,Luzp2,6
X11_Y8,Lypd1,2
X11_Y8,Npy,2
X11_Y8,Nr4a2,1
X11_Y8,Nxph1,2
X11_Y8,Penk,2
X11_Y8,Pld5,1
X11_Y8,Pou3f1,4
X11_Y8,Reln,6
X11_Y8,Rorb,6
X11_Y8,Rprml,3
X11_Y8,Sstr1,24
X11_Y8,Thsd7a,3
X11_Y8,Zdhhc12,2
X11_Y8,Zfp804b,1
X11_Y8,invalid,434
X11_Y9,Adra1b,26
X11_Y9,Atp1a2,18
X11_Y9,Atp2b4,30
X11_Y9,Bcl11b,12
X11_Y9,Car2,1
X11_Y9,Car4,6
X11_Y9,Cdh9,1
X11_Y9,Col12a1,1
X11_Y9,Cryab,2
X11_Y9,Crym,3
X11_Y9,Cux2,54
X11_Y9,Dlx6os1,4
X11_Y9,Flt1,18
X11_Y9,Foxp2,3
X11_Y9,Gapdh,145
X11_Y9,Grin3a,8
X11_Y9,Inpp4b,2
X11_Y9,Itm2a,4
X11_Y9,Luzp2,4
X11_Y9,Lypd1,6
X11_Y9,Nek7,2
X11_Y9,Nell1,1
X11_Y9,Npy,2
X11_Y9,Nr4a2,1
X11_Y9,Nxph1,1
X11_Y9,Penk,1
X11_Y9,Pld5,4
X11_Y9,Pou3f1,3
X11_Y9,Prss23,2
X11_Y9,Reln,3
X11_Y9,Rorb,8
X11_Y9,Rprml,1
X11_Y9,Spon1,8
X11_Y9,Sstr1,29
X11_Y9,Tgtp1,1
X11_Y9,Vwc2,1
X11_Y9,invalid,214
X12_Y0,Adra1b,7
X12_Y0,Atp1a2,22
X12_Y0,Atp2b4,1
X12_Y0,Bcl11b,2
X12_Y0,Car4,1
X12_Y0,Cdh20,1
X12_Y0,Chn2,1
X12_Y0,Coch,1
X12_Y0,Col12a1,2
X12_Y0,Cryab,9
X12_Y0,Cux2,3
X12_Y0,Flt1,24
X12_Y0,Foxp2,2
X12_Y0,Gapdh,13
X12_Y0,Igfbp7,2
X12_Y0,Inpp4b,1
X12_Y0,Itm2a,1
X12_Y0,Lgals1,2
X12_Y0,Nek7,2
X12_Y0,Npy,2
X12_Y0,Pdlim1,1
X12_Y0,Pld5,1
X12_Y0,Prss23,1
X12_Y0,Reln,2
X12_Y0,Rorb,2
X12_Y0,Rprml,2
X12_Y0,Sstr1,19
X12_Y0,Tgtp1,1
X12_Y0,Thsd7a,2
X12_Y0,Zdhhc12,2
X12_Y0,invalid,136
X12_Y1,Adra1b,28
X12_Y1,Atp1a2,18
X12_Y1,Atp2b4,44
X12_Y1,Bcl11b,4
X12_Y1,Car2,1
X12_Y1,Car4,2
X12_Y1,Cdh20,1
X12_Y1,Cdh9,2
X12_Y1,Chn2,1
X12_Y1,Col12a1,29
X12_Y1,Crh,2
X12_Y1,Cryab,12
X12_Y1,Crym,1
X12_Y1,Cux2,118
X12_Y1,Dlx6os1,3
X12_Y1,Flt1,18
X12_Y1,Foxp2,3
X12_Y1,Gapdh,173
X12_Y1,Grin3a,9
X12_Y1,Igfbp7,2
X12_Y1,Inpp4b,5
X12_Y1,Lgals1,2
X12_Y1,Luzp2,7
X12_Y1,Lypd1,13
X12_Y1,Nek7,2
X12_Y1,Nell1,2
X12_Y1,Npy,6
X12_Y1,Pdlim1,1
X12_Y1,Penk,12
X12_Y1,Plpp4,1
X12_Y1,Pou3f1,10
X12_Y1,Prss23,2
X12_Y1,Reln,12
X12_Y1,Rorb,11
X12_Y1,Rprml,10
X12_Y1,Spon1,1
X12_Y1,Sstr1,18
X12_Y1,Tgtp1,1
X12_Y1,Thsd7a,3
X12_Y1,Tmem163,1
X12_Y1,Zdhhc12,1
X12_Y1,Zfp804b,1
X12_Y1,Zfpm2,1
X12_Y1,invalid,253
X12_Y10,Adra1b,2
X12_Y10,Atp1a2,20
X12_Y10,Atp2b4,6
X12_Y10,Bcl11b,14
X12_Y10,Car2,7
X12_Y10,Cdh20,1
X12_Y10,Cdh9,3
X12_Y10,Coch,1
X12_Y10,Col12a1,2
X12_Y10,Crh,1
X12_Y10,Cryab,5
X12_Y10,Crym,2
X12_Y10,Cux2,16
X12_Y10,Flt1,8
X12_Y10,Gapdh,71
X12_Y10,Grin3a,5
X12_Y10,Inpp4b,3
X12_Y10,Itm2a,3
X12_Y10,Lgals1,1
X12_Y10,Luzp2,7
X12_Y10,Lypd1,3
X12_Y10,Nek7,1
X12_Y10,Npy,1
X12_Y10,Nxph1,1
X12_Y10,Penk,5
X12_Y10,Pou3f1,3
X12_Y10,Prss23,2
X12_Y10,Reln,3
X12_Y10,Rorb,6
X12_Y10,Spon1,4
X12_Y10,Sstr1,10
X12_Y10,Tgtp1,1
X12_Y10,Thsd7a,1
X12_Y10,Tmem163,1
X12_Y10,Zfp804b,1
X12_Y10,invalid,205
X12_Y11,Adra1b,59
X12_Y11,Atp1a2,35
X12_Y11,Atp2b4,5
X12_Y11,Bcl11b,18
X12_Y11,Car2,4
X12_Y11,Car4,5
X12_Y11,Cdh20,1
X12_Y11,Cdh9,7
X12_Y11,Chn2,2
X12_Y11,Coch,4
X12_Y11,Col12a1,2
X12_Y11,Cryab,11
X12_Y11,Crym,1
X12_Y11,Cux2,8
X12_Y11,Dlx6os1,6
X12_Y11,Flt1,19
X12_Y11,Gapdh,132
X12_Y11,Grin3a,8
X12_Y11,Inpp4b,2
X12_Y11,Itm2a,6
X12_Y11,Lgals1,1
X12_Y11,Luzp2,10
X12_Y11,Lypd1,7
X12_Y11,Nek7,1
X12_Y11,Npy,3
X12_Y11,Nr4a2,1
X12_Y11,Nxph1,2
X12_Y11,Penk,12
X12_Y11,Plpp4,1
X12_Y11,Pou3f1,2
X12_Y11,Prss23,3
X12_Y11,Reln,4
X12_Y11,Rorb,5
X12_Y11,Rprml,8
X12_Y11,Spon1,2
X12_Y11,Sstr1,6
X12_Y11,Thsd7a,4
X12_Y11,Tmem163,2
X12_Y11,Zfpm2,2
X12_Y11,invalid,234
X12_Y12,Adra1b,14
X12_Y12,Atp1a2,32
X12_Y12,Atp2b4,4
X12_Y12,Bcl11b,5
X12_Y12,Car2,2
X12_Y12,Car4,1
X12_Y12,Cdh9,6
X12_Y12,Chn2,1
X12_Y12,Coch,2
X12_Y12,Col12a1,2
X12_Y12,Cryab,2
X12_Y12,Cux2,8
X12_Y12,Dlx6os1,1
X12_Y12,Flt1,11
X12_Y12,Gapdh,44
X12_Y12,Grin3a,4
X12_Y12,Igfbp7,4
X12_Y12,Inpp4b,2
X12_Y12,Itm2a,2
X12_Y12,Luzp2,7
X12_Y12,Lypd1,4
X12_Y12,Nek7,2
X12_Y12,Penk,3
X12_Y12,Pld5,1
X12_Y12,Pou3f1,3
X12_Y12,Reln,2
X12_Y12,Rorb,8
X12_Y12,Rprml,5
X12_Y12,Spon1,2
X12_Y12,Sstr1,4
X12_Y12,Tgtp1,2
X12_Y12,Vwc2,1
X12_Y12,Zfpm2,1
X12_Y12,invalid,224
X12_Y13,Adra1b,10
X12_Y13,Atp1a2,47
X12_Y13,Atp2b4,1
X12_Y13,Bcl11b,8
X12_Y13,Car2,3
X12_Y13,Car4,2
X12_Y13,Cdh20,1
X12_Y13,Cdh9,1
X12_Y13,Chn2,1
X12_Y13,Col12a1,2
X12_Y13,Cryab,9
X12_Y13,Crym,1
X12_Y13,Cux2,5
X12_Y13,Dlx6os1,4
X12_Y13,Flt1,15
X12_Y13,Foxp2,2
X12_Y13,Gapdh,82
X12_Y13,Grin3a,4
X12_Y13,Igfbp7,1
X12_Y13,Inpp4b,1
X12_Y13,Itm2a,4
X12_Y13,Lgals1,2
X12_Y13,Luzp2,11
X12_Y13,Lypd1,3
X12_Y13,Nek7,2
X12_Y13,Npy,2
X12_Y13,Nxph1,2
X12_Y13,Pdlim1,1
X12_Y13,Penk,2
X12_Y13,Pld5,2
X12_Y13,Plpp4,2
X12_Y13,Pou3f1,2
X12_Y13,Prss23,3
X12_Y13,Reln,9
X12_Y13,Rorb,8
X12_Y13,Spon1,1
X12_Y13,Sstr1,6
X12_Y13,Thsd7a,1
X12_Y13,Zdhhc12,1
X12_Y13,invalid,111
X12_Y14,Adra1b,5
X12_Y14,Atp1a2,28
X12_Y14,Atp2b4,6
X12_Y14,Bcl11b,15
X12_Y14,Car2,5
X12_Y14,Car4,5
X12_Y14,Cdh9,6
X12_Y14,Chn2,1
X12_Y14,Coch,4
X12_Y14,Crh,1
X12_Y14,Cryab,7
X12_Y14,Crym,2
X12_Y14,Cux2,9
X12_Y14,Dlx6os1,1
X12_Y14,Flt1,15
X12_Y14,Foxp2,3
X12_Y14,Gapdh,100
X12_Y14,Grin3a,15
X12_Y14,Igfbp7,4
X12_Y14,Inpp4b,3
X12_Y14,Itm2a,2
X12_Y14,Lgals1,3
X12_Y14,Luzp2,5
X12_Y14,Lypd1,6
X12_Y14,Nek7,1
X12_Y14,Npy,3
X12_Y14,Nr4a2,3
X12_Y14,Nxph1,3
X12_Y14,Pdlim1,1
X12_Y14,Penk,14
X12_Y14,Pou3f1,3
X12_Y14,Prss23,1
X12_Y14,Reln,8
X12_Y14,Rorb,9
X12_Y14,Rprml,2
X12_Y14,Spon1,5
X12_Y14,Sstr1,8
X12_Y14,Thsd7a,1
X12_Y14,Tmem163,1
X12_Y14,Zdhhc12,1
X12_Y14,invalid,487
X12_Y15,Adra1b,39
X12_Y15,Atp1a2,89
X12_Y15,Atp2b4,12
X12_Y15,Bcl11b,49
X12_Y15,Car2,7
X12_Y15,Car4,5
X12_Y15,Cdh20,1
X12_Y15,Cdh9,19
X12_Y15,Coch,2
X12_Y15,Col12a1,6
X12_Y15,Cryab,22
X12_Y15,Crym,2
X12_Y15,Cux2,11
X12_Y15,Dlx6os1,5
X12_Y15,Flt1,19
X12_Y15,Foxp2,6
X12_Y15,Gapdh,261
X12_Y15,Grin3a,18
X12_Y15,Igf1,1
X12_Y15,Igfbp7,3
X12_Y15,Inpp4b,12
X12_Y15,Itm2a,3
X12_Y15,Lgals1,8
X12_Y15,Luzp2,6
X12_Y15,Lypd1,11
X12_Y15,Nek7,5
X12_Y15,Nell1,1
X12_Y15,Npy,10
X12_Y15,Nr4a2,2
X12_Y15,Nxph1,3
X12_Y15,Pdlim1,1
X12_Y15,Penk,18
X12_Y15,Pld5,1
X12_Y15,Pou3f1,4
X12_Y15,Prss23,5
X12_Y15,Reln,8
X12_Y15,Rorb,14
X12_Y15,Rprml,10
X12_Y15,Spon1,4
X12_Y15,Sstr1,21
X12_Y15,Tgtp1,7
X12_Y15,Thsd7a,1
X12_Y15,Tmem163,1
X12_Y15,Zdhhc12,2
X12_Y15,Zfpm2,2
X12_Y15,invalid,600
X12_Y2,Adra1b,45
X12_Y2,Atp1a2,15
X12_Y2,Atp2b4,29
X12_Y2,Bcl11b,23
X12_Y2,Car2,3
X12_Y2,Car4,3
X12_Y2,Cdh20,1
X12_Y2,Chn2,2
X12_Y2,Coch,1
X12_Y2,Col12a1,15
X12_Y2,Crh,1
X12_Y2,Cryab,6
X12_Y2,Crym,1
X12_Y2,Cux2,61
X12_Y2,Dlx6os1,3
X12_Y2,Flt1,14
X12_Y2,Foxp2,5
X12_Y2,Gapdh,167
X12_Y2,Grin3a,8
X12_Y2,Igf1,1
X12_Y2,Itm2a,1
X12_Y2,Lgals1,2
X12_Y2,Luzp2,4
X12_Y2,Lypd1,5
X12_Y2,Npy,3
X12_Y2,Nr4a2,1
X12_Y2,Pdlim1,1
X12_Y2,Penk,1
X12_Y2,Pou3f1,4
X12_Y2,Prss23,1
X12_Y2,Reln,8
X12_Y2,Rorb,11
X12_Y2,Rprml,6
X12_Y2,Spon1,3
X12_Y2,Sstr1,13
X12_Y2,Tmem163,1
X12_Y2,Vwc2,1
X12_Y2,Zdhhc12,1
X12_Y2,Zfpm2,1
X12_Y2,invalid,582
X12_Y3,Adra1b,64
X12_Y3,Atp1a2,13
X12_Y3,Atp2b4,26
X12_Y3,Bcl11b,30
X12_Y3,Car2,2
X12_Y3,Car4,2
X12_Y3,Cdh20,5
X12_Y3,Cdh9,2
X12_Y3,Chn2,3
X12_Y3,Coch,1
X12_Y3,Col12a1,5
X12_Y3,Crh,1
X12_Y3,Cryab,16
X12_Y3,Crym,3
X12_Y3,Cux2,7
X12_Y3,Flt1,14
X12_Y3,Foxp2,10
X12_Y3,Gapdh,291
X12_Y3,Grin3a,17
X12_Y3,Igfbp7,1
X12_Y3,Luzp2,6
X12_Y3,Lypd1,9
X12_Y3,Nek7,1
X12_Y3,Nell1,1
X12_Y3,Npy,5
X12_Y3,Nxph1,1
X12_Y3,Pld5,1
X12_Y3,Pou3f1,7
X12_Y3,Prss23,4
X12_Y3,Reln,11
X12_Y3,Rorb,6
X12_Y3,Rprml,10
X12_Y3,Spon1,7
X12_Y3,Sstr1,9
X12_Y3,Thsd7a,1
X12_Y3,Tmem163,3
X12_Y3,Vwc2,1
X12_Y3,Zdhhc12,2
X12_Y3,invalid,269
X12_Y4,Adra1b,35
X12_Y4,Atp1a2,12
X12_Y4,Atp2b4,25
X12_Y4,Bcl11b,38
X12_Y4,Car2,3
X12_Y4,Car4,1
X12_Y4,Cdh20,2
X12_Y4,Chn2,1
X12_Y4,Col12a1,6
X12_Y4,Crh,1
X12_Y4,Cryab,5
X12_Y4,Crym,6
X12_Y4,Cux2,11
X12_Y4,Flt1,6
X12_Y4,Foxp2,4
X12_Y4,Gapdh,208
X12_Y4,Grin3a,2
X12_Y4,Igfbp7,2
X12_Y4,Inpp4b,1
X12_Y4,Itm2a,1
X12_Y4,Lgals1,1
X12_Y4,Luzp2,2
X12_Y4,Lypd1,5
X12_Y4,Nek7,2
X12_Y4,Nell1,2
X12_Y4,Nxph1,4
X12_Y4,Pdlim1,1
X12_Y4,Pld5,1
X12_Y4,Pou3f1,5
X12_Y4,Reln,6
X12_Y4,Rorb,3
X12_Y4,Rprml,2
X12_Y4,Spon1,15
X12_Y4,Sstr1,7
X12_Y4,Tmem163,3
X12_Y4,Zdhhc12,3
X12_Y4,Zfpm2,1
X12_Y4,invalid,430
X12_Y5,Adra1b,90
X12_Y5,Atp1a2,6
X12_Y5,Atp2b4,34
X12_Y5,Bcl11b,34
X12_Y5,Car4,6
X12_Y5,Cdh20,4
X12_Y5,Chn2,3
X12_Y5,Col12a1,4
X12_Y5,Cryab,5
X12_Y5,Crym,5
X12_Y5,Cux2,22
X12_Y5,Dlx6os1,4
X12_Y5,Flt1,19
X12_Y5,Foxp2,7
X12_Y5,Gapdh,330
X12_Y5,Grin3a,8
X12_Y5,Igfbp7,2
X12_Y5,Inpp4b,3
X12_Y5,Itm2a,2
X12_Y5,Lgals1,3
X12_Y5,Luzp2,12
X12_Y5,Lypd1,4
X12_Y5,Nek7,1
X12_Y5,Nell1,3
X12_Y5,Npy,8
X12_Y5,Nr4a2,1
X12_Y5,Nxph1,5
X12_Y5,Penk,1
X12_Y5,Pld5,4
X12_Y5,Pou3f1,5
X12_Y5,Prss23,2
X12_Y5,Reln,11
X12_Y5,Rorb,14
X12_Y5,Rprml,10
X12_Y5,Spon1,18
X12_Y5,Sstr1,15
X12_Y5,Tgtp1,1
X12_Y5,Thsd7a,2
X12_Y5,Tmem163,1
X12_Y5,Zdhhc12,3
X12_Y5,Zfp804b,1
X12_Y5,Zfpm2,2
X12_Y5,invalid,228
X12_Y6,Adra1b,34
X12_Y6,Atp1a2,9
X12_Y6,Atp2b4,38
X12_Y6,Bcl11b,20
X12_Y6,Car2,2
X12_Y6,Car4,5
X12_Y6,Cdh20,3
X12_Y6,Cdh9,3
X12_Y6,Chn2,6
X12_Y6,Coch,3
X12_Y6,Col12a1,19
X12_Y6,Crh,3
X12_Y6,Cryab,2
X12_Y6,Crym,4
X12_Y6,Cux2,38
X12_Y6,Dlx6os1,1
X12_Y6,Flt1,5
X12_Y6,Foxp2,4
X12_Y6,Gapdh,119
X12_Y6,Grin3a,12
X12_Y6,Igf1,1
X12_Y6,Inpp4b,1
X12_Y6,Lgals1,2
X12_Y6,Luzp2,11
X12_Y6,Lypd1,10
X12_Y6,Nek7,2
X12_Y6,Npy,6
X12_Y6,Nxph1,6
X12_Y6,Pdlim1,2
X12_Y6,Pou3f1,7
X12_Y6,Prss23,2
X12_Y6,Reln,4
X12_Y6,Rorb,8
X12_Y6,Rprml,4
X12_Y6,Spon1,10
X12_Y6,Sstr1,8
X12_Y6,Thsd7a,4
X12_Y6,Tmem163,1
X12_Y6,Zdhhc12,2
X12_Y6,Zfpm2,4
X12_Y6,invalid,508
X12_Y7,Adra1b,67
X12_Y7,Atp1a2,7
X12_Y7,Atp2b4,46
X12_Y7,Bcl11b,15
X12_Y7,Car2,2
X12_Y7,Car4,10
X12_Y7,Cdh20,2
X12_Y7,Cdh9,3
X12_Y7,Chn2,5
X12_Y7,Coch,1
X12_Y7,Col12a1,13
X12_Y7,Cryab,16
X12_Y7,Crym,4
X12_Y7,Cux2,22
X12_Y7,Dlx6os1,1
X12_Y7,Flt1,24
X12_Y7,Foxp2,3
X12_Y7,Gapdh,286
X12_Y7,Grin3a,10
X12_Y7,Igf1,1
X12_Y7,Igfbp7,2
X12_Y7,Inpp4b,3
X12_Y7,Itm2a,2
X12_Y7,Lgals1,2
X12_Y7,Luzp2,10
X12_Y7,Lypd1,12
X12_Y7,Nek7,2
X12_Y7,Nell1,3
X12_Y7,Npy,5
X12_Y7,Nr4a2,2
X12_Y7,Nxph1,1
X12_Y7,Pdlim1,1
X12_Y7,Penk,5
X12_Y7,Pld5,2
X12_Y7,Pou3f1,3
X12_Y7,Reln,8
X12_Y7,Rorb,28
X12_Y7,Rprml,6
X12_Y7,Spon1,11
X12_Y7,Sstr1,25
X12_Y7,Tgtp1,1
X12_Y7,Thsd7a,10
X12_Y7,Tmem163,6
X12_Y7,Zdhhc12,3
X12_Y7,Zfp804b,3
X12_Y7,Zfpm2,6
X12_Y7,invalid,235
X12_Y8,Adra1b,37
X12_Y8,Atp1a2,9
X12_Y8,Atp2b4,43
X12_Y8,Bcl11b,17
X12_Y8,Car2,3
X12_Y8,Car4,8
X12_Y8,Cdh20,1
X12_Y8,Cdh9,2
X12_Y8,Chn2,2
X12_Y8,Col12a1,6
X12_Y8,Cryab,3
X12_Y8,Crym,1
X12_Y8,Cux2,50
X12_Y8,Dlx6os1,5
X12_Y8,Flt1,13
X12_Y8,Foxp2,1
X12_Y8,Gapdh,199
X12_Y8,Grin3a,13
X12_Y8,Igfbp7,1
X12_Y8,Inpp4b,3
X12_Y8,Itm2a,2
X12_Y8,Lgals1,2
X12_Y8,Luzp2,10
X12_Y8,Lypd1,11
X12_Y8,Nek7,2
X12_Y8,Nell1,1
X12_Y8,Npy,3
X12_Y8,Pdlim1,3
X12_Y8,Penk,3
X12_Y8,Pld5,1
X12_Y8,Pou3f1,3
X12_Y8,Prss23,1
X12_Y8,Reln,2
X12_Y8,Rorb,12
X12_Y8,Rprml,4
X12_Y8,Spon1,12
X12_Y8,Sstr1,20
X12_Y8,Thsd7a,7
X12_Y8,Tmem163,1
X12_Y8,Zdhhc12,1
X12_Y8,Zfp804b,2
X12_Y8,Zfpm2,2
X12_Y8,invalid,574
X12_Y9,Adra1b,39
X12_Y9,Atp1a2,8
X12_Y9,Atp2b4,41
X12_Y9,Bcl11b,18
X12_Y9,Car2,3
X12_Y9,Car4,10
X12_Y9,Cdh20,1
X12_Y9,Cdh9,8
X12_Y9,Chn2,1
X12_Y9,Col12a1,32
X12_Y9,Crh,1
X12_Y9,Cryab,4
X12_Y9,Crym,3
X12_Y9,Cux2,75
X12_Y9,Dlx6os1,3
X12_Y9,Flt1,20
X12_Y9,Foxp2,1
X12_Y9,Gapdh,187
X12_Y9,Grin3a,7
X12_Y9,Inpp4b,4
X12_Y9,Lgals1,2
X12_Y9,Luzp2,10
X12_Y9,Lypd1,23
X12_Y9,Nek7,1
X12_Y9,Npy,1
X12_Y9,Nr4a2,3
X12_Y9,Nxph1,2
X12_Y9,Pdlim1,1
X12_Y9,Penk,4
X12_Y9,Pld5,1
X12_Y9,Pou3f1,4
X12_Y9,Prss23,3
X12_Y9,Reln,4
X12_Y9,Rorb,7
X12_Y9,Rprml,6
X12_Y9,Spon1,6
X12_Y9,Sstr1,24
X12_Y9,Thsd7a,1
X12_Y9,Tmem163,3
X12_Y9,Vwc2,1
X12_Y9,Zdhhc12,1
X12_Y9,Zfp804b,2
X12_Y9,Zfpm2,2
X12_Y9,invalid,231
X13_Y0,Adra1b,4
X13_Y0,Atp1a2,6
X13_Y0,Bcl11b,2
X13_Y0,Car2,1
X13_Y0,Chn2,1
X13_Y0,Coch,1
X13_Y0,Col12a1,3
X13_Y0,Cryab,3
X13_Y0,Cux2,6
X13_Y0,Dlx6os1,1
X13_Y0,Flt1,9
X13_Y0,Foxp2,1
X13_Y0,Gapdh,10
X13_Y0,Inpp4b,1
X13_Y0,Nek7,1
X13_Y0,Pou3f1,1
X13_Y0,Prss23,3
X13_Y0,Reln,2
X13_Y0,Rorb,2
X13_Y0,Rprml,3
X13_Y0,Sstr1,2
X13_Y0,Tgtp1,1
X13_Y0,Zdhhc12,2
X13_Y0,Zfpm2,1
X13_Y0,invalid,176
X13_Y1,Adra1b,45
X13_Y1,Atp1a2,18
X13_Y1,Atp2b4,33
X13_Y1,Bcl11b,5
X13_Y1,Car2,2
X13_Y1,Car4,8
X13_Y1,Cdh20,3
X13_Y1,Cdh9,3
X13_Y1,Chn2,3
X13_Y1,Coch,3
X13_Y1,Col12a1,22
X13_Y1,Cryab,10
X13_Y1,Cux2,134
X13_Y1,Dlx6os1,4
X13_Y1,Flt1,19
X13_Y1,Foxp2,1
X13_Y1,Gapdh,194
X13_Y1,Grin3a,9
X13_Y1,Inpp4b,2
X13_Y1,Itm2a,1
X13_Y1,Lgals1,3
X13_Y1,Luzp2,18
X13_Y1,Lypd1,7
X13_Y1,Nek7,2
X13_Y1,Npy,24
X13_Y1,Nxph1,2
X13_Y1,Penk,5
X13_Y1,Pou3f1,9
X13_Y1,Prss23,1
X13_Y1,Reln,2
X13_Y1,Rorb,9
X13_Y1,Rprml,9
X13_Y1,Spon1,3
X13_Y1,Sstr1,29
X13_Y1,Thsd7a,5
X13_Y1,Vwc2,1
X13_Y1,Zdhhc12,1
X13_Y1,Zfp804b,1
X13_Y1,Zfpm2,3
X13_Y1,invalid,310
X13_Y10,Adra1b,18
X13_Y10,Atp1a2,15
X13_Y10,Atp2b4,24
X13_Y10,Bcl11b,53
X13_Y10,Car2,2
X13_Y10,Car4,7
X13_Y10,Cdh20,1
X13_Y10,Cdh9,1
X13_Y10,Chn2,3
X13_Y10,Col12a1,2
X13_Y10,Crh,1
X13_Y10,Cryab,2
X13_Y10,Crym,1
X13_Y10,Cux2,18
X13_Y10,Flt1,5
X13_Y10,Foxp2,1
X13_Y10,Gapdh,239
X13_Y10,Grin3a,13
X13_Y10,Igfbp7,1
X13_Y10,Inpp4b,4
X13_Y10,Itm2a,1
X13_Y10,Luzp2,7
X13_Y10,Lypd1,5
X13_Y10,Nek7,1
