fov,gene,count
X17_Y2,Igf1,1
X17_Y2,Igfbp7,2
X17_Y2,Luzp2,7
X17_Y2,Lypd1,3
X17_Y2,Nek7,1
X17_Y2,Npy,5
X17_Y2,Nxph1,4
X17_Y2,Penk,2
X17_Y2,Pld5,1
X17_Y2,Pou3f1,5
X17_Y2,Prss23,2
X17_Y2,Reln,1
X17_Y2,Rorb,10
X17_Y2,Rprml,5
X17_Y2,Spon1,2
X17_Y2,Sstr1,14
X17_Y2,Thsd7a,3
X17_Y2,Tmem163,1
X17_Y2,Zdhhc12,4
X17_Y2,Zfpm2,1
X17_Y2,invalid,414
X17_Y3,Adra1b,84
X17_Y3,Atp1a2,17
X17_Y3,Atp2b4,6
X17_Y3,Bcl11b,31
X17_Y3,Car2,2
X17_Y3,Car4,4
X17_Y3,Cdh20,5
X17_Y3,Coch,4
X17_Y3,Col12a1,4
X17_Y3,Cryab,4
X17_Y3,Crym,1
X17_Y3,Cux2,21
X17_Y3,Dlx6os1,1
X17_Y3,Flt1,9
X17_Y3,Gapdh,300
X17_Y3,Grin3a,7
X17_Y3,Igf1,2
X17_Y3,Itm2a,1
X17_Y3,Luzp2,6
X17_Y3,Lypd1,5
X17_Y3,Nek7,4
X17_Y3,Nell1,3
X17_Y3,Npy,3
X17_Y3,Nr4a2,1
X17_Y3,Nxph1,3
X17_Y3,Pdlim1,1
X17_Y3,Penk,1
X17_Y3,Pld5,2
X17_Y3,Pou3f1,2
X17_Y3,Prss23,2
X17_Y3,Rorb,12
X17_Y3,Rprml,3
X17_Y3,Spon1,13
X17_Y3,Sstr1,13
X17_Y3,Tgtp1,1
X17_Y3,Thsd7a,6
X17_Y3,Tmem163,2
X17_Y3,Vwc2,1
X17_Y3,Zfp804b,2
X17_Y3,Zfpm2,2
X17_Y3,invalid,376
X17_Y4,Adra1b,37
X17_Y4,Atp1a2,10
X17_Y4,Atp2b4,14
X17_Y4,Bcl11b,34
X17_Y4,Car2,2
X17_Y4,Car4,1
X17_Y4,Cdh20,3
X17_Y4,Cdh9,1
X17_Y4,Chn2,3
X17_Y4,Col12a1,12
X17_Y4,Crh,1
X17_Y4,Cryab,9
X17_Y4,Cux2,11
X17_Y4,Dlx6os1,2
X17_Y4,Flt1,3
X17_Y4,Foxp2,1
X17_Y4,Gapdh,200
X17_Y4,Grin3a,3
X17_Y4,Igfbp7,2
X17_Y4,Inpp4b,2
X17_Y4,Itm2a,3
X17_Y4,Luzp2,5
X17_Y4,Lypd1,3
X17_Y4,Nell1,3
X17_Y4,Npy,4
X17_Y4,Nr4a2,1
X17_Y4,Penk,3
X17_Y4,Pld5,1
X17_Y4,Pou3f1,8
X17_Y4,Prss23,6
X17_Y4,Reln,2
X17_Y4,Rorb,5
X17_Y4,Rprml,4
X17_Y4,Spon1,17
X17_Y4,Sstr1,7
X17_Y4,Thsd7a,1
X17_Y4,Vwc2,2
X17_Y4,invalid,479
X17_Y5,Adra1b,61
X17_Y5,Atp1a2,11
X17_Y5,Atp2b4,42
X17_Y5,Bcl11b,36
X17_Y5,Car2,10
X17_Y5,Car4,3
X17_Y5,Cdh20,1
X17_Y5,Cdh9,8
X17_Y5,Chn2,4
X17_Y5,Coch,1
X17_Y5,Col12a1,11
X17_Y5,Crh,2
X17_Y5,Cryab,23
X17_Y5,Crym,2
X17_Y5,Cux2,17
X17_Y5,Dlx6os1,1
X17_Y5,Flt1,12
X17_Y5,Foxp2,17
X17_Y5,Gapdh,192
X17_Y5,Grin3a,4
X17_Y5,Igf1,1
X17_Y5,Igfbp7,3
X17_Y5,Inpp4b,3
X17_Y5,Itm2a,1
X17_Y5,Lgals1,1
X17_Y5,Luzp2,4
X17_Y5,Lypd1,4
X17_Y5,Nek7,1
X17_Y5,Npy,3
X17_Y5,Nr4a2,2
X17_Y5,Nxph1,4
X17_Y5,Pdlim1,1
X17_Y5,Penk,3
X17_Y5,Pld5,3
X17_Y5,Plpp4,1
X17_Y5,Pou3f1,5
X17_Y5,Prss23,10
X17_Y5,Reln,5
X17_Y5,Rorb,11
X17_Y5,Rprml,11
X17_Y5,Spon1,12
X17_Y5,Sstr1,11
X17_Y5,Tmem163,2
X17_Y5,Zdhhc12,1
X17_Y5,Zfpm2,9
X17_Y5,invalid,320
X17_Y6,Adra1b,35
X17_Y6,Atp1a2,12
X17_Y6,Atp2b4,28
X17_Y6,Bcl11b,11
X17_Y6,Car2,2
X17_Y6,Car4,5
X17_Y6,Cdh20,3
X17_Y6,Cdh9,3
X17_Y6,Chn2,1
X17_Y6,Coch,2
X17_Y6,Col12a1,9
X17_Y6,Crh,1
X17_Y6,Cryab,10
X17_Y6,Cux2,16
X17_Y6,Flt1,4
X17_Y6,Foxp2,4
X17_Y6,Gapdh,108
X17_Y6,Igfbp7,2
X17_Y6,Itm2a,1
X17_Y6,Luzp2,5
X17_Y6,Lypd1,2
X17_Y6,Nell1,1
X17_Y6,Npy,2
X17_Y6,Nr4a2,9
X17_Y6,Nxph1,2
X17_Y6,Pdlim1,3
X17_Y6,Penk,2
X17_Y6,Pld5,3
X17_Y6,Reln,1
X17_Y6,Rorb,6
X17_Y6,Rprml,6
X17_Y6,Spon1,9
X17_Y6,Sstr1,6
X17_Y6,Tmem163,1
X17_Y6,Zdhhc12,2
X17_Y6,Zfpm2,4
X17_Y6,invalid,551
X17_Y7,Adra1b,17
X17_Y7,Atp1a2,16
X17_Y7,Atp2b4,11
X17_Y7,Bcl11b,31
X17_Y7,Car2,5
X17_Y7,Car4,4
X17_Y7,Cdh20,2
X17_Y7,Cdh9,1
X17_Y7,Chn2,4
X17_Y7,Col12a1,11
X17_Y7,Crh,1
X17_Y7,Cryab,15
X17_Y7,Crym,1
X17_Y7,Cux2,12
X17_Y7,Dlx6os1,1
X17_Y7,Flt1,14
X17_Y7,Foxp2,8
X17_Y7,Gapdh,213
X17_Y7,Grin3a,8
X17_Y7,Igfbp7,1
X17_Y7,Inpp4b,2
X17_Y7,Itm2a,1
X17_Y7,Lgals1,1
X17_Y7,Luzp2,3
X17_Y7,Lypd1,2
X17_Y7,Nek7,1
X17_Y7,Npy,7
X17_Y7,Nr4a2,2
X17_Y7,Nxph1,5
X17_Y7,Pdlim1,3
X17_Y7,Penk,2
X17_Y7,Pld5,1
X17_Y7,Pou3f1,4
X17_Y7,Prss23,1
X17_Y7,Reln,3
X17_Y7,Rorb,12
X17_Y7,Rprml,3
X17_Y7,Spon1,3
X17_Y7,Sstr1,8
X17_Y7,Tgtp1,1
X17_Y7,Thsd7a,1
X17_Y7,Tmem163,2
X17_Y7,Vwc2,2
X17_Y7,Zdhhc12,1
X17_Y7,Zfpm2,2
X17_Y7,invalid,284
X17_Y8,Adra1b,16
X17_Y8,Atp1a2,15
X17_Y8,Atp2b4,7
X17_Y8,Bcl11b,5
X17_Y8,Car2,6
X17_Y8,Car4,7
X17_Y8,Cdh20,6
X17_Y8,Coch,1
X17_Y8,Col12a1,6
X17_Y8,Cryab,3
X17_Y8,Crym,1
X17_Y8,Cux2,31
X17_Y8,Dlx6os1,3
X17_Y8,Flt1,8
X17_Y8,Gapdh,115
X17_Y8,Grin3a,3
X17_Y8,Igfbp7,2
X17_Y8,Lgals1,1
X17_Y8,Luzp2,5
X17_Y8,Lypd1,2
X17_Y8,Nr4a2,1
X17_Y8,Nxph1,5
X17_Y8,Pld5,1
X17_Y8,Pou3f1,5
X17_Y8,Reln,1
X17_Y8,Rorb,21
X17_Y8,Rprml,7
X17_Y8,Spon1,3
X17_Y8,Sstr1,19
X17_Y8,Tgtp1,1
X17_Y8,Thsd7a,2
X17_Y8,Zfpm2,1
X17_Y8,invalid,310
X17_Y9,Adra1b,57
X17_Y9,Atp1a2,29
X17_Y9,Atp2b4,21
X17_Y9,Bcl11b,13
X17_Y9,Car2,4
X17_Y9,Car4,4
X17_Y9,Cdh20,3
X17_Y9,Cdh9,4
X17_Y9,Chn2,1
X17_Y9,Coch,1
X17_Y9,Col12a1,16
X17_Y9,Crh,1
X17_Y9,Cryab,3
X17_Y9,Crym,1
X17_Y9,Cux2,68
X17_Y9,Flt1,20
X17_Y9,Gapdh,147
X17_Y9,Grin3a,2
X17_Y9,Igf1,1
X17_Y9,Igfbp7,1
X17_Y9,Inpp4b,4
X17_Y9,Itm2a,1
X17_Y9,Lgals1,2
X17_Y9,Luzp2,10
X17_Y9,Lypd1,1
X17_Y9,Npy,2
X17_Y9,Nr4a2,2
X17_Y9,Nxph1,1
X17_Y9,Pdlim1,1
X17_Y9,Penk,9
X17_Y9,Pld5,1
X17_Y9,Pou3f1,3
X17_Y9,Prss23,1
X17_Y9,Reln,5
X17_Y9,Rorb,6
X17_Y9,Rprml,8
X17_Y9,Spon1,1
X17_Y9,Sstr1,33
X17_Y9,Tgtp1,2
X17_Y9,Thsd7a,2
X17_Y9,Vwc2,1
X17_Y9,Zdhhc12,1
X17_Y9,Zfp804b,1
X17_Y9,Zfpm2,3
X17_Y9,invalid,251
X18_Y1,Adra1b,17
X18_Y1,Atp1a2,28
X18_Y1,Atp2b4,10
X18_Y1,Bcl11b,8
X18_Y1,Car4,3
X18_Y1,Cdh20,1
X18_Y1,Coch,2
X18_Y1,Col12a1,25
X18_Y1,Cryab,10
X18_Y1,Cux2,17
X18_Y1,Dlx6os1,2
X18_Y1,Flt1,11
X18_Y1,Foxp2,1
X18_Y1,Gapdh,94
X18_Y1,Grin3a,3
X18_Y1,Igfbp7,2
X18_Y1,Itm2a,1
X18_Y1,Lgals1,1
X18_Y1,Luzp2,8
X18_Y1,Lypd1,1
X18_Y1,Nek7,3
X18_Y1,Npy,8
X18_Y1,Nr4a2,2
X18_Y1,Nxph1,2
X18_Y1,Penk,8
X18_Y1,Pld5,1
X18_Y1,Plpp4,2
X18_Y1,Pou3f1,2
X18_Y1,Prss23,2
X18_Y1,Reln,6
X18_Y1,Rorb,1
X18_Y1,Rprml,7
X18_Y1,Sstr1,20
X18_Y1,Tgtp1,1
X18_Y1,Thsd7a,2
X18_Y1,Zfpm2,3
X18_Y1,invalid,281
X18_Y10,Adra1b,51
X18_Y10,Atp1a2,12
X18_Y10,Atp2b4,28
X18_Y10,Bcl11b,53
X18_Y10,Car2,8
X18_Y10,Car4,2
X18_Y10,Cdh20,2
X18_Y10,Cdh9,5
X18_Y10,Chn2,1
X18_Y10,Coch,4
X18_Y10,Col12a1,4
X18_Y10,Cryab,13
X18_Y10,Cux2,36
X18_Y10,Flt1,13
X18_Y10,Foxp2,1
X18_Y10,Gapdh,206
X18_Y10,Grin3a,5
X18_Y10,Igfbp7,2
X18_Y10,Inpp4b,3
X18_Y10,Itm2a,1
X18_Y10,Luzp2,10
X18_Y10,Nell1,4
X18_Y10,Npy,12
X18_Y10,Nr4a2,5
X18_Y10,Nxph1,1
X18_Y10,Penk,5
X18_Y10,Plpp4,1
X18_Y10,Pou3f1,1
X18_Y10,Prss23,3
X18_Y10,Reln,4
X18_Y10,Rorb,8
X18_Y10,Rprml,6
X18_Y10,Spon1,5
X18_Y10,Sstr1,15
X18_Y10,Tmem163,1
X18_Y10,Vwc2,2
X18_Y10,Zdhhc12,5
X18_Y10,Zfpm2,1
X18_Y10,invalid,783
X18_Y11,Adra1b,67
X18_Y11,Atp1a2,15
X18_Y11,Atp2b4,9
X18_Y11,Bcl11b,34
X18_Y11,Car2,5
X18_Y11,Car4,5
X18_Y11,Cdh20,3
X18_Y11,Cdh9,8
X18_Y11,Chn2,6
X18_Y11,Coch,1
X18_Y11,Col12a1,1
X18_Y11,Crh,1
X18_Y11,Cryab,16
X18_Y11,Crym,1
X18_Y11,Cux2,35
X18_Y11,Dlx6os1,5
X18_Y11,Flt1,20
X18_Y11,Foxp2,3
X18_Y11,Gapdh,267
X18_Y11,Grin3a,6
X18_Y11,Inpp4b,4
X18_Y11,Luzp2,8
X18_Y11,Lypd1,2
X18_Y11,Nek7,5
X18_Y11,Nell1,1
X18_Y11,Npy,4
X18_Y11,Nr4a2,3
X18_Y11,Nxph1,8
X18_Y11,Pdlim1,1
X18_Y11,Penk,4
X18_Y11,Pld5,4
X18_Y11,Plpp4,1
X18_Y11,Pou3f1,4
X18_Y11,Prss23,8
X18_Y11,Reln,11
X18_Y11,Rorb,17
X18_Y11,Rprml,5
X18_Y11,Spon1,10
X18_Y11,Sstr1,20
X18_Y11,Thsd7a,2
X18_Y11,Tmem163,2
X18_Y11,Zdhhc12,1
X18_Y11,Zfpm2,2
X18_Y11,invalid,291
X18_Y12,Adra1b,48
X18_Y12,Atp1a2,13
X18_Y12,Atp2b4,8
X18_Y12,Bcl11b,64
X18_Y12,Car2,10
X18_Y12,Car4,4
X18_Y12,Cdh20,7
X18_Y12,Cdh9,4
X18_Y12,Chn2,1
X18_Y12,Coch,2
X18_Y12,Col12a1,13
X18_Y12,Crh,7
X18_Y12,Cryab,10
X18_Y12,Crym,1
X18_Y12,Cux2,56
X18_Y12,Flt1,15
X18_Y12,Foxp2,3
X18_Y12,Gapdh,361
X18_Y12,Grin3a,6
X18_Y12,Igf1,1
X18_Y12,Igfbp7,2
X18_Y12,Inpp4b,11
X18_Y12,Luzp2,9
X18_Y12,Nek7,1
X18_Y12,Nell1,1
X18_Y12,Npy,6
X18_Y12,Nr4a2,1
X18_Y12,Nxph1,1
X18_Y12,Pdlim1,1
X18_Y12,Penk,21
X18_Y12,Pld5,9
X18_Y12,Pou3f1,7
X18_Y12,Prss23,5
X18_Y12,Reln,5
X18_Y12,Rorb,20
X18_Y12,Rprml,9
X18_Y12,Spon1,5
X18_Y12,Sstr1,37
X18_Y12,Thsd7a,9
X18_Y12,Tmem163,3
X18_Y12,Vwc2,2
X18_Y12,Zdhhc12,2
X18_Y12,Zfp804b,4
X18_Y12,Zfpm2,1
X18_Y12,invalid,781
X18_Y13,Adra1b,31
X18_Y13,Atp1a2,16
X18_Y13,Atp2b4,4
X18_Y13,Bcl11b,45
X18_Y13,Car4,3
X18_Y13,Cdh20,5
X18_Y13,Cdh9,2
X18_Y13,Chn2,1
X18_Y13,Coch,3
X18_Y13,Col12a1,6
X18_Y13,Crh,6
X18_Y13,Cryab,10
X18_Y13,Cux2,29
X18_Y13,Flt1,16
X18_Y13,Foxp2,2
X18_Y13,Gapdh,329
X18_Y13,Grin3a,2
X18_Y13,Igfbp7,1
X18_Y13,Inpp4b,5
X18_Y13,Itm2a,4
X18_Y13,Lgals1,4
X18_Y13,Luzp2,10
X18_Y13,Lypd1,1
X18_Y13,Nek7,3
X18_Y13,Nell1,3
X18_Y13,Nr4a2,1
X18_Y13,Nxph1,1
X18_Y13,Penk,11
X18_Y13,Pld5,3
X18_Y13,Pou3f1,4
X18_Y13,Prss23,2
X18_Y13,Reln,1
X18_Y13,Rorb,23
X18_Y13,Rprml,5
X18_Y13,Spon1,4
X18_Y13,Sstr1,31
X18_Y13,Thsd7a,7
X18_Y13,Zdhhc12,2
X18_Y13,invalid,419
X18_Y14,Adra1b,3
X18_Y14,Atp1a2,17
X18_Y14,Atp2b4,1
X18_Y14,Bcl11b,3
X18_Y14,Car2,8
X18_Y14,Car4,1
X18_Y14,Chn2,1
X18_Y14,Col12a1,5
X18_Y14,Cryab,11
X18_Y14,Cux2,2
X18_Y14,Flt1,4
X18_Y14,Foxp2,2
X18_Y14,Gapdh,25
X18_Y14,Grin3a,1
X18_Y14,Itm2a,1
X18_Y14,Lgals1,1
X18_Y14,Luzp2,2
X18_Y14,Nek7,1
X18_Y14,Nxph1,2
X18_Y14,Pdlim1,1
X18_Y14,Penk,1
X18_Y14,Pld5,1
X18_Y14,Reln,3
X18_Y14,Rorb,2
X18_Y14,Rprml,2
X18_Y14,Spon1,1
X18_Y14,Sstr1,4
X18_Y14,Tgtp1,1
X18_Y14,Tmem163,1
X18_Y14,invalid,290
X18_Y2,Adra1b,24
X18_Y2,Atp1a2,12
X18_Y2,Atp2b4,13
X18_Y2,Bcl11b,8
X18_Y2,Car2,1
X18_Y2,Car4,6
X18_Y2,Cdh20,3
X18_Y2,Coch,2
X18_Y2,Col12a1,12
X18_Y2,Crh,1
X18_Y2,Cryab,9
X18_Y2,Cux2,51
X18_Y2,Dlx6os1,1
X18_Y2,Flt1,13
X18_Y2,Gapdh,85
X18_Y2,Grin3a,1
X18_Y2,Igfbp7,3
X18_Y2,Inpp4b,1
X18_Y2,Itm2a,3
X18_Y2,Lgals1,1
X18_Y2,Luzp2,4
X18_Y2,Lypd1,3
X18_Y2,Nell1,1
X18_Y2,Npy,4
X18_Y2,Nxph1,2
X18_Y2,Penk,2
X18_Y2,Pou3f1,5
X18_Y2,Prss23,3
X18_Y2,Reln,3
X18_Y2,Rorb,18
X18_Y2,Rprml,6
X18_Y2,Spon1,3
X18_Y2,Sstr1,21
X18_Y2,Tgtp1,1
X18_Y2,Thsd7a,2
X18_Y2,Zdhhc12,3
X18_Y2,Zfpm2,2
X18_Y2,invalid,473
X18_Y3,Adra1b,35
X18_Y3,Atp1a2,12
X18_Y3,Atp2b4,4
X18_Y3,Bcl11b,6
X18_Y3,Car2,2
X18_Y3,Car4,2
X18_Y3,Cdh9,1
X18_Y3,Col12a1,2
X18_Y3,Cryab,6
X18_Y3,Crym,1
X18_Y3,Cux2,10
X18_Y3,Dlx6os1,2
X18_Y3,Flt1,11
X18_Y3,Foxp2,2
X18_Y3,Gapdh,191
X18_Y3,Grin3a,5
X18_Y3,Inpp4b,3
X18_Y3,Itm2a,1
X18_Y3,Lgals1,1
X18_Y3,Luzp2,8
X18_Y3,Lypd1,5
X18_Y3,Nek7,1
X18_Y3,Npy,2
X18_Y3,Nxph1,2
X18_Y3,Penk,1
X18_Y3,Pld5,1
X18_Y3,Plpp4,1
X18_Y3,Pou3f1,3
X18_Y3,Reln,2
X18_Y3,Rorb,25
X18_Y3,Rprml,9
X18_Y3,Spon1,3
X18_Y3,Sstr1,10
X18_Y3,Tgtp1,1
X18_Y3,Thsd7a,9
X18_Y3,Zfpm2,1
X18_Y3,invalid,242
X18_Y4,Adra1b,27
X18_Y4,Atp1a2,20
X18_Y4,Atp2b4,8
X18_Y4,Bcl11b,17
X18_Y4,Car2,7
X18_Y4,Car4,1
X18_Y4,Cdh20,4
X18_Y4,Cdh9,3
X18_Y4,Chn2,1
X18_Y4,Col12a1,6
X18_Y4,Cryab,16
X18_Y4,Cux2,15
X18_Y4,Flt1,13
X18_Y4,Foxp2,4
X18_Y4,Gapdh,172
X18_Y4,Grin3a,6
X18_Y4,Igf1,2
X18_Y4,Inpp4b,1
X18_Y4,Itm2a,1
X18_Y4,Lgals1,1
X18_Y4,Luzp2,4
X18_Y4,Lypd1,3
X18_Y4,Nek7,4
X18_Y4,Npy,3
X18_Y4,Nxph1,2
X18_Y4,Penk,2
X18_Y4,Pou3f1,10
X18_Y4,Prss23,4
X18_Y4,Reln,7
X18_Y4,Rorb,8
X18_Y4,Rprml,7
X18_Y4,Spon1,7
X18_Y4,Sstr1,12
X18_Y4,Thsd7a,1
X18_Y4,Tmem163,1
X18_Y4,Zfpm2,1
X18_Y4,invalid,406
X18_Y5,Adra1b,90
X18_Y5,Atp1a2,24
X18_Y5,Atp2b4,18
X18_Y5,Bcl11b,29
X18_Y5,Car2,1
X18_Y5,Car4,2
X18_Y5,Cdh20,6
X18_Y5,Cdh9,8
X18_Y5,Chn2,2
X18_Y5,Col12a1,14
X18_Y5,Cryab,14
X18_Y5,Crym,1
X18_Y5,Cux2,17
X18_Y5,Dlx6os1,3
X18_Y5,Flt1,16
X18_Y5,Foxp2,5
X18_Y5,Gapdh,289
X18_Y5,Grin3a,6
X18_Y5,Igf1,3
X18_Y5,Itm2a,3
X18_Y5,Lgals1,3
X18_Y5,Luzp2,8
X18_Y5,Lypd1,6
X18_Y5,Nek7,1
X18_Y5,Nell1,1
X18_Y5,Npy,3
X18_Y5,Nr4a2,3
X18_Y5,Nxph1,4
X18_Y5,Pdlim1,1
X18_Y5,Penk,6
X18_Y5,Pou3f1,11
X18_Y5,Prss23,4
X18_Y5,Reln,6
X18_Y5,Rorb,14
X18_Y5,Rprml,9
X18_Y5,Spon1,14
X18_Y5,Sstr1,9
X18_Y5,Tgtp1,1
X18_Y5,Thsd7a,1
X18_Y5,Tmem163,2
X18_Y5,Vwc2,1
X18_Y5,Zdhhc12,2
X18_Y5,Zfpm2,5
X18_Y5,invalid,293
X18_Y6,Adra1b,34
X18_Y6,Atp1a2,7
X18_Y6,Atp2b4,26
X18_Y6,Bcl11b,34
X18_Y6,Car2,12
X18_Y6,Car4,2
X18_Y6,Cdh20,2
X18_Y6,Cdh9,5
X18_Y6,Chn2,5
X18_Y6,Coch,1
X18_Y6,Col12a1,8
X18_Y6,Crh,2
X18_Y6,Cryab,19
X18_Y6,Crym,2
X18_Y6,Cux2,34
X18_Y6,Dlx6os1,1
X18_Y6,Flt1,6
X18_Y6,Foxp2,7
X18_Y6,Gapdh,163
X18_Y6,Grin3a,5
X18_Y6,Igf1,2
X18_Y6,Igfbp7,3
X18_Y6,Inpp4b,3
X18_Y6,Lgals1,1
X18_Y6,Luzp2,9
X18_Y6,Lypd1,1
X18_Y6,Npy,9
X18_Y6,Nr4a2,10
X18_Y6,Nxph1,7
X18_Y6,Penk,2
X18_Y6,Pld5,2
X18_Y6,Pou3f1,4
X18_Y6,Prss23,4
X18_Y6,Reln,6
X18_Y6,Rorb,12
X18_Y6,Rprml,5
X18_Y6,Spon1,13
X18_Y6,Sstr1,20
X18_Y6,Tgtp1,1
X18_Y6,Tmem163,2
X18_Y6,Vwc2,1
X18_Y6,Zfp804b,2
X18_Y6,Zfpm2,4
X18_Y6,invalid,568
X18_Y7,Adra1b,108
X18_Y7,Atp1a2,15
X18_Y7,Atp2b4,35
X18_Y7,Bcl11b,44
X18_Y7,Car2,11
X18_Y7,Car4,3
X18_Y7,Cdh20,3
X18_Y7,Cdh9,3
X18_Y7,Chn2,3
X18_Y7,Coch,1
X18_Y7,Col12a1,19
X18_Y7,Crh,2
X18_Y7,Cryab,33
X18_Y7,Crym,3
X18_Y7,Cux2,21
X18_Y7,Dlx6os1,5
X18_Y7,Flt1,18
X18_Y7,Foxp2,12
X18_Y7,Gapdh,321
X18_Y7,Grin3a,3
X18_Y7,Igfbp7,6
X18_Y7,Inpp4b,6
X18_Y7,Itm2a,1
X18_Y7,Lgals1,3
X18_Y7,Luzp2,8
X18_Y7,Lypd1,2
X18_Y7,Nek7,2
X18_Y7,Nell1,1
X18_Y7,Npy,12
X18_Y7,Nr4a2,9
X18_Y7,Nxph1,4
X18_Y7,Pdlim1,3
X18_Y7,Penk,2
X18_Y7,Pld5,1
X18_Y7,Plpp4,1
X18_Y7,Pou3f1,3
X18_Y7,Prss23,5
X18_Y7,Reln,7
X18_Y7,Rorb,15
X18_Y7,Rprml,17
X18_Y7,Spon1,3
X18_Y7,Sstr1,23
X18_Y7,Thsd7a,2
X18_Y7,Tmem163,2
X18_Y7,Zdhhc12,2
X18_Y7,Zfp804b,1
X18_Y7,Zfpm2,11
X18_Y7,invalid,394
X18_Y8,Adra1b,26
X18_Y8,Atp1a2,8
X18_Y8,Atp2b4,8
X18_Y8,Bcl11b,20
X18_Y8,Car2,1
X18_Y8,Car4,4
X18_Y8,Cdh20,3
X18_Y8,Chn2,2
X18_Y8,Col12a1,10
X18_Y8,Cryab,4
X18_Y8,Cux2,15
X18_Y8,Dlx6os1,1
X18_Y8,Flt1,12
X18_Y8,Foxp2,1
X18_Y8,Gapdh,140
X18_Y8,Grin3a,1
X18_Y8,Igfbp7,3
X18_Y8,Inpp4b,2
X18_Y8,Itm2a,2
X18_Y8,Luzp2,4
X18_Y8,Lypd1,1
X18_Y8,Nek7,3
X18_Y8,Npy,5
X18_Y8,Nr4a2,1
X18_Y8,Nxph1,1
X18_Y8,Penk,2
X18_Y8,Pld5,7
X18_Y8,Pou3f1,6
X18_Y8,Reln,3
X18_Y8,Rorb,22
X18_Y8,Rprml,1
X18_Y8,Spon1,4
X18_Y8,Sstr1,20
X18_Y8,Thsd7a,8
X18_Y8,Zdhhc12,1
X18_Y8,Zfpm2,2
X18_Y8,invalid,385
X18_Y9,Adra1b,1
X18_Y9,Atp1a2,25
X18_Y9,Atp2b4,15
X18_Y9,Bcl11b,14
X18_Y9,Car2,1
X18_Y9,Car4,6
X18_Y9,Chn2,1
X18_Y9,Coch,5
X18_Y9,Col12a1,29
X18_Y9,Crh,1
X18_Y9,Cryab,3
X18_Y9,Cux2,42
X18_Y9,Dlx6os1,1
X18_Y9,Flt1,11
X18_Y9,Foxp2,1
X18_Y9,Gapdh,105
X18_Y9,Grin3a,3
X18_Y9,Igfbp7,1
X18_Y9,Inpp4b,3
X18_Y9,Itm2a,3
X18_Y9,Lgals1,2
X18_Y9,Luzp2,1
X18_Y9,Lypd1,2
X18_Y9,Nek7,1
X18_Y9,Npy,1
X18_Y9,Nr4a2,1
X18_Y9,Pdlim1,1
X18_Y9,Penk,3
X18_Y9,Pou3f1,2
X18_Y9,Reln,3
X18_Y9,Rorb,8
X18_Y9,Spon1,1
X18_Y9,Sstr1,7
X18_Y9,Thsd7a,2
X18_Y9,Tmem163,1
X18_Y9,Zdhhc12,1
X18_Y9,Zfpm2,2
X18_Y9,invalid,199
X19_Y1,Adra1b,6
X19_Y1,Atp1a2,25
X19_Y1,Atp2b4,1
X19_Y1,Bcl11b,1
X19_Y1,Coch,1
X19_Y1,Col12a1,1
X19_Y1,Cryab,7
X19_Y1,Flt1,6
X19_Y1,Foxp2,2
X19_Y1,Gapdh,23
X19_Y1,Grin3a,1
X19_Y1,Inpp4b,1
X19_Y1,Itm2a,2
X19_Y1,Lgals1,1
X19_Y1,Lypd1,3
X19_Y1,Nek7,4
X19_Y1,Npy,1
X19_Y1,Nr4a2,1
X19_Y1,Penk,1
X19_Y1,Pld5,1
X19_Y1,Prss23,2
X19_Y1,Reln,5
X19_Y1,Rorb,2
X19_Y1,Rprml,2
X19_Y1,Sstr1,6
X19_Y1,Tgtp1,1
X19_Y1,Thsd7a,2
X19_Y1,invalid,151
X19_Y10,Adra1b,54
X19_Y10,Atp1a2,18
X19_Y10,Atp2b4,24
X19_Y10,Bcl11b,34
X19_Y10,Car2,5
X19_Y10,Car4,2
X19_Y10,Cdh20,2
X19_Y10,Cdh9,2
X19_Y10,Coch,2
X19_Y10,Col12a1,7
X19_Y10,Cryab,4
X19_Y10,Cux2,49
X19_Y10,Flt1,13
X19_Y10,Foxp2,1
X19_Y10,Gapdh,172
X19_Y10,Grin3a,3
X19_Y10,Igf1,1
X19_Y10,Igfbp7,3
X19_Y10,Inpp4b,7
X19_Y10,Luzp2,4
X19_Y10,Nek7,1
X19_Y10,Nell1,1
X19_Y10,Npy,3
X19_Y10,Nr4a2,1
X19_Y10,Pdlim1,3
X19_Y10,Penk,6
X19_Y10,Plpp4,1
X19_Y10,Pou3f1,1
X19_Y10,Prss23,3
X19_Y10,Reln,1
X19_Y10,Rorb,4
X19_Y10,Rprml,4
X19_Y10,Spon1,5
X19_Y10,Sstr1,18
X19_Y10,Tgtp1,1
X19_Y10,Thsd7a,3
X19_Y10,Tmem163,1
X19_Y10,Zfpm2,1
X19_Y10,invalid,571
X19_Y11,Adra1b,77
X19_Y11,Atp1a2,16
X19_Y11,Atp2b4,58
X19_Y11,Bcl11b,85
X19_Y11,Car2,2
X19_Y11,Car4,5
X19_Y11,Cdh20,4
X19_Y11,Cdh9,9
X19_Y11,Chn2,3
X19_Y11,Coch,3
X19_Y11,Col12a1,41
X19_Y11,Crh,8
X19_Y11,Cryab,17
X19_Y11,Cux2,65
X19_Y11,Dlx6os1,2
X19_Y11,Flt1,20
X19_Y11,Foxp2,1
X19_Y11,Gapdh,518
X19_Y11,Grin3a,8
X19_Y11,Igf1,1
X19_Y11,Igfbp7,6
X19_Y11,Inpp4b,13
